Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System
-80.93606055,-170.7513888,03-06-2023,0.095586066,3.486665547,Good
87.10565204,-48.61623931,12-11-2021,1.89838654,2.457976859,Moderate
36.22344685,-45.25736201,03-08-2020,4.059885477,2.506829649,Moderate
-68.63809115,-18.56563167,25-08-2020,3.839066885,4.667183805,Good
70.60420481,-5.632487721,06-03-2017,7.596717479,2.237962539,Poor
-12.70714567,-14.92204392,09-01-2018,4.958466633,0.87813472,Poor
51.81187429,70.38308913,12-03-2018,6.297592766,0.616524257,Poor
-4.236670598,48.77794834,05-04-2017,5.646331582,2.612846326,Moderate
-34.73115037,-127.5368952,19-01-2023,8.896258471,1.948524938,Moderate
56.92646988,166.3694755,22-02-2022,5.869226921,2.807938211,Moderate
-25.84349702,100.4510001,01-12-2017,7.886491219,4.520227175,Good
77.65303403,-157.5944269,17-02-2017,2.758223958,2.718199929,Good
57.03900062,-40.8843418,04-09-2022,2.580730677,2.545576416,Good
-59.40934015,65.59686376,31-07-2017,1.276977906,4.61988746,Moderate
-70.27235241,-81.68132774,13-06-2019,0.411407261,2.417256501,Good
47.7197318,-111.9091887,13-01-2023,2.721717158,4.762409807,Poor
13.02573038,146.077721,21-05-2022,3.217358273,1.721920063,Poor
-35.72672636,59.85357775,21-12-2021,6.253841655,0.08390988,Good
59.08025038,48.29596069,01-05-2017,8.613081627,4.077166786,Good
28.25964264,-129.5530408,15-03-2020,6.191747595,0.104137612,Good
-68.54989862,-81.43649908,06-02-2015,0.133029555,1.105676343,Good
64.98940667,-60.31204975,25-09-2018,5.524140316,1.389032899,Good
-39.12498909,87.44381556,26-07-2016,6.804177828,3.252027493,Poor
-20.86406503,-154.2597355,28-02-2023,4.857713273,3.43415365,Poor
59.77683823,-176.7720599,23-11-2019,9.809324774,1.284072718,Poor
43.01752503,-12.68232107,18-09-2020,6.602592105,1.416951259,Poor
-7.670002565,-19.16644287,28-11-2021,2.177460046,2.599900248,Good
36.88222509,-77.40181162,08-09-2017,3.262885095,3.925894778,Moderate
-61.29328488,-54.7869504,08-06-2018,9.503738478,0.259793594,Moderate
78.11207337,-110.2142137,19-07-2023,1.044930153,0.117752958,Good
39.22333796,-46.30685916,11-09-2016,7.431080572,4.902907465,Moderate
20.27088241,179.7804045,20-08-2022,2.352319836,0.679100502,Poor
81.04520269,-24.40319975,21-06-2020,0.339629124,2.075384146,Moderate
14.3935229,-152.6243034,26-02-2023,7.32864245,1.145198239,Poor
33.89114024,140.2459696,29-11-2017,9.296460362,4.263540694,Good
7.470991604,-114.7432004,02-05-2014,4.807013982,0.579748427,Poor
-89.46152785,161.119296,18-08-2017,0.798276643,0.872057752,Good
52.21982091,-10.61878904,07-02-2016,6.232747652,0.05613866,Moderate
-24.49465916,46.50324829,08-08-2021,7.605958272,3.915329941,Moderate
-37.18443636,-72.13343922,17-12-2018,7.154559833,1.566500029,Good
-63.52554014,114.0754448,09-05-2021,2.975853658,3.497425271,Good
60.42704915,178.8751473,30-01-2016,2.419678409,1.297053951,Good
6.658311668,-164.232329,23-03-2022,0.44703107,1.252711134,Good
32.50356403,-18.52979335,18-01-2020,5.854993039,4.351440719,Moderate
60.1062282,175.3591699,07-01-2020,1.016450505,3.767906389,Poor
-37.55919677,-171.6084631,02-10-2020,4.884728843,0.064287869,Good
0.02137969,-25.57076957,29-11-2022,8.05800311,4.781262044,Poor
35.70947319,-35.69401059,29-12-2015,0.169137596,0.057111723,Moderate
84.85523931,99.00615189,22-11-2017,8.023647556,4.494084141,Good
57.83004232,56.06790414,29-01-2019,7.932143693,0.091751351,Good
-74.7693483,-160.8254793,10-12-2015,6.703474696,4.332267392,Moderate
17.95401433,-36.9717651,25-01-2021,0.782069926,4.608407152,Good
36.0464869,-5.385864487,30-01-2023,5.640861777,1.742250838,Good
-7.092607518,152.3011196,08-11-2020,6.462777887,0.242878556,Moderate
-48.70599253,11.27005547,29-10-2018,8.193566431,1.274214466,Moderate
56.21914836,132.3508242,06-01-2023,1.818177142,2.838952594,Good
-65.04656521,-45.40673842,06-09-2014,8.897757962,2.898899893,Good
-62.54143965,-68.01962511,15-12-2015,4.049694778,4.13437772,Good
-68.68621158,-38.71540129,14-02-2018,4.93550293,0.455576017,Good
79.95340585,72.29787647,12-10-2016,3.583888566,1.73581329,Moderate
-4.850712869,-107.0717776,23-07-2014,0.30522798,4.063117938,Good
-89.0822161,85.55419018,15-10-2019,0.695515486,2.863389818,Moderate
-80.81548251,177.0693584,13-04-2016,7.323232784,1.424922767,Good
8.766478332,42.46043777,03-04-2019,0.187547301,3.802012764,Moderate
59.74324415,-101.2204497,01-08-2017,9.060585588,0.350912377,Moderate
-86.26321956,-28.70988487,18-09-2022,7.157995508,0.795563773,Good
-89.03763085,76.47592091,16-09-2021,1.140517359,4.041959047,Good
11.07237076,-76.61257002,24-05-2017,1.179818067,4.342179525,Good
-87.32912577,-89.55866082,30-10-2014,7.505160927,2.137343999,Poor
4.673509877,62.76539878,01-04-2020,5.37878574,3.12839314,Good
-42.56321164,136.9760444,22-01-2019,9.969743212,3.010899976,Moderate
-88.85750078,79.99143925,13-05-2016,9.972911961,1.394877194,Moderate
43.21051214,60.70168522,21-08-2018,1.880959938,1.369727527,Moderate
-71.80355153,-144.4004905,01-09-2014,9.623510562,1.53179544,Good
-52.92916214,87.10711327,06-02-2015,7.79705286,1.178779804,Poor
87.63637605,-170.554249,11-11-2021,0.783809797,4.790358203,Moderate
-85.28741933,99.85212029,13-08-2016,4.599251328,3.44394976,Poor
-20.22621341,120.3679341,16-07-2022,4.235551754,0.299909732,Good
1.69598854,-177.1962486,29-01-2021,0.894950935,3.145326299,Good
12.9357824,-169.8709423,17-01-2022,0.632670571,2.038507762,Good
80.94390922,-132.6408026,02-02-2023,5.053788341,1.669589138,Good
80.97068492,-48.35561772,21-07-2021,4.944502085,3.522369114,Poor
-11.64805059,132.0846557,09-07-2022,9.223493972,2.211378567,Poor
-34.59855363,-131.6352083,26-05-2014,8.749325026,0.129107736,Moderate
-4.793269324,-48.02304855,29-12-2014,4.535583574,0.516206741,Good
-44.09734387,106.6587965,05-06-2018,5.439968245,2.488542036,Good
32.262844,115.3395454,24-04-2017,4.649427807,0.877482603,Good
-72.23317243,-173.9899679,25-09-2020,4.919350983,0.572099289,Moderate
-46.50396639,-116.8097617,18-07-2022,4.729102243,0.597052927,Moderate
-75.30122021,-168.0493275,18-11-2017,3.70924392,2.328507762,Moderate
18.46333153,-133.2326063,24-05-2017,2.940023471,0.122191348,Good
64.75057254,159.2838745,29-06-2015,4.197931475,4.114208392,Good
28.20359247,-145.1571931,30-11-2014,4.312682901,3.104661465,Poor
-80.38545743,35.01427566,02-05-2021,7.973730864,1.584713921,Moderate
38.34436613,-25.53853937,02-10-2023,5.10253482,1.485271031,Moderate
-73.32041353,-13.35974926,25-09-2015,9.114437701,0.602814879,Good
-2.218942133,81.35771106,19-03-2018,5.255556953,3.26489022,Moderate
59.02319364,107.6482708,01-06-2018,3.27262957,0.999129887,Moderate
-77.23694412,-44.57471137,22-11-2019,2.531013085,1.387397365,Good
48.28247596,74.91802142,05-12-2018,5.330515547,3.712112605,Poor
77.11098387,-24.38271038,31-07-2019,3.538403551,1.862529063,Good
58.42180792,60.8460924,17-09-2022,0.312942122,1.36810369,Moderate
-3.696027504,91.82569746,26-09-2017,9.084505749,2.113214522,Moderate
-15.3362312,50.13156469,26-06-2023,7.834813634,1.783207694,Moderate
-28.40389649,91.39245504,17-08-2014,0.225609046,4.070730027,Poor
41.17615336,139.5903571,19-11-2019,3.385532486,2.140935565,Poor
87.31887777,140.2524331,27-09-2015,1.330820519,1.510465342,Poor
2.844903796,95.27456704,28-10-2015,9.345121209,1.48247924,Moderate
-57.06221327,-35.15353523,20-12-2020,1.370069878,4.53904648,Moderate
-6.40113476,3.462253775,17-03-2014,4.542324245,2.528537864,Moderate
-13.12844247,-50.58975996,25-07-2017,5.39303947,0.329747578,Moderate
24.87498683,-61.99305116,08-01-2016,6.566323239,1.791078612,Good
-6.859596145,-101.1832238,28-04-2016,0.733540194,3.286214967,Good
38.43377273,-116.2646223,08-02-2016,7.658521875,0.385740433,Good
64.44415807,-155.7862255,19-02-2014,0.079122997,0.818673679,Poor
-47.0808812,-142.5759649,07-02-2023,0.827179401,4.191620617,Good
-32.28876423,173.1454631,21-07-2015,1.954207375,0.651709352,Good
7.412937823,-169.1129976,28-12-2023,6.96214998,2.01931789,Poor
6.067609902,-95.66086129,12-01-2020,0.57230927,4.469085149,Poor
25.29445742,-23.68365978,15-04-2014,2.147865152,2.599760305,Good
84.09441915,159.0064371,05-04-2022,9.425643722,4.997685515,Moderate
-28.29950744,94.1615175,16-12-2019,7.453260855,0.649165175,Moderate
-55.27827469,109.1678342,10-01-2021,9.184826948,1.76757343,Moderate
40.10491254,144.0049929,23-01-2015,0.304246131,0.432947444,Good
16.18025802,7.684615711,21-08-2021,4.854356825,3.662540883,Moderate
-23.96775522,-128.7903186,27-03-2020,5.502756902,2.407925231,Moderate
-70.99001669,-82.87158746,28-10-2018,5.236912542,1.38180011,Poor
8.309241123,-56.57807377,19-04-2020,7.560136473,0.349200575,Good
-13.16085858,40.2004704,30-09-2015,5.024721817,4.408489034,Good
26.87976847,162.1655066,09-10-2021,5.428362396,0.222024068,Poor
-54.91562769,161.5946715,16-03-2021,6.968875166,1.688508047,Good
58.9778562,167.0123579,13-06-2016,1.331947242,3.564289644,Moderate
25.50276977,133.8695178,09-09-2020,8.272341155,0.893012482,Good
65.53947157,27.42614911,12-02-2018,4.782244155,3.633963261,Good
85.56782999,-39.8142691,28-09-2021,2.812707486,0.823709081,Moderate
-74.39718665,84.10810268,06-10-2020,3.643426129,3.792751769,Good
-60.60564443,-120.8362915,09-10-2016,6.994379381,3.334349588,Good
-64.46978644,106.8285573,23-12-2018,9.552099848,4.806990085,Moderate
-67.12065214,172.2111295,07-02-2021,0.861698267,4.290902908,Good
-36.66590962,-97.51792501,16-12-2018,9.263969749,4.669251437,Good
8.362132391,35.48963069,01-06-2021,7.573346765,2.914756591,Moderate
-30.2070044,147.5169371,21-07-2015,0.537919263,1.847188318,Good
-37.85275394,-142.0937997,02-10-2022,2.541517206,2.681786105,Good
-41.26767049,100.8345949,03-04-2021,2.827844939,4.937395687,Good
-33.1808104,81.16807678,16-06-2017,6.434935408,3.991242776,Good
45.3889248,-3.971099598,02-10-2019,5.719651451,4.178183623,Moderate
60.6796974,-63.77375257,05-08-2015,9.04874666,2.194392022,Good
-70.19871512,-157.737791,07-04-2023,0.124936001,0.469982842,Good
9.700182538,150.9860382,27-03-2015,7.174415346,1.250270414,Moderate
-38.53408162,-139.074742,27-06-2017,9.077626601,0.525036488,Moderate
71.97195655,-82.83090466,08-12-2020,5.5371556,2.479994367,Good
-56.10211052,147.5765539,17-06-2014,4.506855912,3.16696763,Moderate
61.9934583,25.71352309,30-10-2015,9.705560206,4.36068694,Good
66.5156749,25.99726562,05-09-2022,1.398797512,2.933370232,Good
-4.539219394,-14.30667706,14-06-2020,6.464279607,2.724277303,Good
-45.05324077,70.7627228,07-04-2014,4.19546879,0.084168084,Moderate
41.58891659,-44.18053374,06-12-2017,9.237562891,3.765430018,Good
-40.12502577,159.0430275,18-12-2015,9.015062311,1.839068551,Poor
30.96033552,149.1229725,30-08-2017,6.947583266,3.266326457,Moderate
-64.45356692,141.7520946,19-09-2017,4.038646085,2.348077046,Good
15.63056583,-23.48844573,27-10-2015,7.603558614,3.717825868,Poor
17.70741536,-94.27751475,05-10-2019,9.411386466,3.596253061,Poor
88.21726233,97.71764595,11-05-2023,7.613535165,1.649372689,Good
-79.37369634,-9.877390504,19-04-2018,0.340206816,2.330392251,Poor
83.50641316,177.678623,04-01-2014,2.6782146,4.925440721,Good
33.723393,-178.1404021,06-10-2021,3.974044879,2.527635918,Moderate
-58.16594718,177.9028136,07-11-2018,8.893993107,0.077984759,Good
-12.94765445,-14.52442922,22-02-2021,2.093023254,0.926905214,Good
-85.92592436,-60.40882288,07-09-2017,2.281939903,3.137306383,Good
59.42517232,16.76765457,14-08-2019,3.634470892,1.027872634,Moderate
-16.74856914,-44.40586046,04-07-2015,9.468345008,0.424714013,Poor
53.32992562,-47.52624022,15-12-2023,3.210976651,0.868021277,Good
32.27928888,30.08908689,06-09-2023,1.235710508,3.817459413,Good
63.54723663,-10.36720326,08-03-2023,3.004594812,0.458274684,Good
-16.4723109,99.53804758,16-08-2018,7.627977281,0.154808745,Moderate
40.18055498,-99.7448567,24-01-2019,1.08095243,1.33357071,Good
41.48396705,5.418980651,02-01-2019,3.605107103,2.156281048,Good
56.83227733,-123.3827741,29-03-2018,1.781191638,1.511321917,Good
31.32963327,-38.23373019,26-07-2023,5.015832136,0.430861494,Good
-19.90188234,95.84612949,12-01-2015,0.303379017,3.89398043,Good
-2.493729366,95.58109776,09-10-2017,2.36302328,2.905884303,Moderate
75.88793345,-158.9300581,19-11-2014,3.84030157,0.280047168,Good
72.51064852,-30.40468904,25-06-2018,8.232940163,0.023977738,Good
71.84861482,-146.5869281,19-05-2022,3.394005766,2.822949144,Moderate
-18.26472123,-32.99247881,08-02-2022,4.69070299,0.606239117,Good
75.10897601,123.2002595,22-03-2016,4.05170941,4.900017959,Good
17.84398928,88.01456876,17-01-2023,7.703977805,3.535606235,Poor
-64.09772337,103.7880462,12-03-2015,7.890173207,3.366159637,Good
-81.04772423,105.9018077,21-01-2017,1.216798248,2.935556354,Poor
-10.15440199,-142.3863456,24-06-2022,1.852273667,4.735027357,Good
-11.74324002,128.4750846,03-08-2019,6.901585619,3.794353244,Good
-1.937034461,88.00748322,06-11-2018,9.181438041,2.241957491,Good
26.79830453,-64.56164957,23-09-2021,7.549144529,4.58318898,Good
-18.98272747,100.8235793,05-12-2020,2.252446612,0.268626881,Good
0.124306019,123.8255464,22-12-2018,5.390201059,4.668692339,Moderate
30.19381396,68.15097061,03-12-2016,8.891124101,3.929263937,Good
1.198193362,-164.4869875,28-03-2018,2.598489545,4.305628656,Poor
-11.96640957,35.41835409,23-10-2016,9.949423455,4.210582481,Good
-9.180529502,132.2185805,16-08-2015,4.924758428,4.917954462,Good
46.0744627,93.09778254,04-09-2022,0.294760668,0.135111999,Good
-31.60698706,103.9224166,06-04-2018,5.073924593,0.947139113,Good
-10.23525799,-43.02771034,08-10-2019,3.104552966,0.192566735,Poor
-63.02619904,67.84544162,22-05-2021,5.811516642,2.535882021,Poor
-53.51751637,-52.22803372,10-12-2017,4.26187467,3.34961888,Moderate
-68.440132,86.95453355,12-02-2016,9.633723218,2.206127849,Moderate
58.50587785,4.341366378,13-11-2023,3.836637187,2.386801371,Moderate
49.16114983,127.9729455,04-12-2019,6.905535973,4.679173427,Good
2.548206559,115.1602526,03-11-2023,2.667869491,3.126906658,Good
-85.69290534,-137.0965733,19-06-2023,2.623267,2.030411368,Good
-25.53021147,135.406573,15-11-2022,4.212557189,2.410112821,Poor
-72.04184943,-40.13997773,07-04-2022,6.628741618,0.660790068,Good
30.13062487,128.7524595,28-06-2022,8.731409956,1.121257743,Good
76.57948418,-39.34972489,12-05-2022,8.064928956,4.039357371,Poor
-62.11471831,177.9879981,01-08-2019,0.483986214,1.314290919,Good
33.00431237,-52.0731635,26-12-2017,6.152101407,1.160165259,Good
-60.90928624,55.14007434,05-03-2014,6.703314678,4.453904592,Poor
-34.1482085,113.1215101,12-12-2020,5.766872008,3.387507389,Good
1.767599777,138.9276774,07-01-2021,2.622225568,2.468875394,Good
-23.14968211,139.0358858,21-10-2019,3.738078457,2.570510321,Moderate
43.51431093,93.05315905,20-12-2018,8.547231855,1.805423017,Poor
-41.4832856,73.86622906,11-06-2018,5.573406682,3.158907159,Good
-26.78902009,-74.72551622,17-02-2014,1.532449258,0.965321936,Good
-72.43591263,125.0256224,19-12-2020,7.589600031,3.450072672,Good
-30.50362025,-21.37894395,04-01-2016,9.129012509,0.756430892,Moderate
15.88597247,81.85735605,17-01-2017,5.814190999,0.491583092,Good
-87.13469688,50.39190325,23-07-2017,0.846557932,0.98425551,Poor
2.521107606,-104.1957523,22-10-2022,8.242673996,2.504316536,Poor
54.12443043,-24.18967727,05-06-2018,6.971679125,4.322164884,Good
-33.54173602,175.4991863,05-09-2017,5.204093935,4.904656316,Poor
-8.28986087,-79.75942368,18-08-2015,5.189508324,3.752542047,Good
-11.34872893,109.4513084,28-11-2019,4.378657795,3.526258316,Moderate
66.4408163,118.4288237,02-04-2022,9.046535937,2.276111499,Good
13.18110973,-55.02451412,21-05-2019,8.832302921,0.832040689,Good
29.72769354,-93.48357571,17-08-2016,5.493093181,2.56941358,Good
11.15059696,-83.40604326,19-08-2014,5.293449069,3.576631913,Poor
-72.11436917,144.3687167,06-10-2015,1.435672212,0.828975273,Good
85.87898008,-122.2203198,11-03-2014,4.262956834,1.208242401,Poor
85.71346456,-157.5999662,11-01-2020,6.782961326,1.419066018,Good
63.39254276,172.6202753,16-12-2017,0.010951864,0.732590789,Good
-86.74099342,137.7094669,07-07-2021,8.139480394,1.100851551,Good
-71.09776956,159.6189523,01-03-2016,4.965257111,0.750559441,Moderate
41.51291058,165.8199492,05-10-2019,6.882482475,3.831086186,Poor
-40.56213048,17.55400951,08-04-2015,9.467947166,3.174220744,Moderate
3.137507717,-150.6654048,09-07-2018,3.653010106,3.704084486,Poor
-31.99319152,-114.3385265,31-12-2019,5.886310541,3.629914976,Poor
55.6628438,-152.8365002,16-03-2023,4.301924606,3.632923325,Moderate
-30.82642725,-91.01411292,30-01-2015,1.886018246,0.919545471,Good
8.090209912,155.2682863,14-01-2016,2.475305877,2.981504695,Good
73.35475782,-141.3516665,25-01-2014,5.204751652,0.875807622,Moderate
-56.6074685,-173.9486237,23-06-2014,8.344892597,3.697367893,Poor
-27.90689169,124.2135793,10-05-2023,0.348802218,2.932672728,Poor
-78.00633851,72.45338101,15-11-2023,9.107685584,0.858594732,Good
46.0891566,47.02228086,22-09-2022,7.610898121,4.337045828,Poor
45.44002628,130.6527736,09-12-2021,6.858674518,4.774280975,Good
73.10107329,-11.76541494,26-12-2015,6.394540462,4.813934826,Moderate
83.86595912,-137.3756255,13-09-2019,6.244620248,2.319230474,Poor
-88.79887408,-49.81033921,29-08-2023,7.247214099,3.13452559,Good
72.58513166,122.1698662,20-03-2020,8.254642759,4.074963829,Poor
44.52032318,161.587477,27-07-2019,6.699887131,3.654092543,Moderate
0.448613845,-62.63859067,06-03-2014,2.348360608,1.501048979,Poor
51.24174595,21.72952501,07-02-2014,7.834397141,0.375945762,Moderate
-72.2428594,90.04161096,13-01-2021,0.639111861,2.941691015,Good
77.7364708,145.3999667,05-01-2023,1.561390304,4.936174106,Poor
-11.61995222,3.234792261,22-12-2018,4.894311481,0.101322392,Poor
-52.76368291,149.860539,20-08-2015,9.762716868,3.290078784,Good
-52.51390777,-152.8051055,07-05-2017,7.130374472,4.959165299,Good
-57.25359785,-179.5953091,19-09-2023,8.731658983,0.414956869,Poor
71.33072623,156.9162173,27-12-2016,6.158654978,2.80351939,Poor
-16.88537008,6.423717527,06-02-2015,8.807455596,0.559151867,Good
-62.84237828,-50.52374527,07-12-2018,9.76963185,2.505012795,Good
50.45437742,27.52378689,10-04-2014,7.85921255,3.553087988,Good
-88.68824725,153.6188413,26-09-2023,9.721546611,2.666699943,Good
47.52038436,-96.59023783,23-10-2020,3.134289214,4.702105954,Moderate
-30.50404473,-132.0981404,13-02-2022,8.573939467,4.154017358,Good
-23.5056129,164.3097814,14-04-2016,6.417170946,3.885678184,Moderate
52.21150515,159.7681971,21-01-2022,4.358918301,1.249188317,Moderate
22.75914632,54.55403545,04-05-2017,2.499054862,2.162409196,Moderate
-56.94678585,102.5756444,15-08-2021,7.157264637,3.373122977,Good
-16.98912691,-51.88327536,30-06-2018,6.200844273,4.216607473,Moderate
-20.93202251,120.2621416,28-09-2014,9.895382269,0.601660968,Good
-65.01532174,130.7476946,02-11-2018,0.881943101,1.622332788,Moderate
-71.33488536,87.1186415,27-04-2023,9.813313557,1.836350812,Good
-31.64646928,-54.56377324,06-09-2022,0.157278391,1.421948211,Poor
11.23436695,24.39817789,13-11-2018,1.953883722,3.529229443,Good
-80.55135889,30.69387806,02-07-2022,1.35031781,0.579786836,Good
-81.99672276,-35.11000999,23-03-2018,0.255016753,4.408289137,Poor
-48.62771743,-20.66143047,12-03-2017,0.763726269,4.489483987,Moderate
-23.67305812,7.812796592,06-05-2022,0.545287012,3.624233661,Moderate
65.10887772,104.2750725,06-03-2021,5.806311348,4.419877059,Good
48.64144586,-112.2031374,27-04-2015,8.514425953,3.644011519,Poor
-57.08123926,24.96202807,24-07-2019,7.609764396,3.064353929,Moderate
-36.05925455,-72.07764727,09-06-2022,0.368710623,2.237886644,Good
-54.30690014,4.841207362,27-11-2021,7.508658149,2.821693967,Good
34.70805697,-138.5517113,07-10-2022,3.770431612,2.907766964,Moderate
89.40637536,-78.58792605,19-09-2023,0.878340866,4.920337492,Good
-14.66803481,-124.1568642,22-09-2017,8.88216623,3.483653269,Moderate
85.7342584,-1.461143452,17-11-2017,7.402545287,1.311540683,Good
1.933755088,81.36394554,08-10-2023,2.396717487,1.81573201,Moderate
6.151873822,40.45905168,11-05-2016,0.320097741,1.845895631,Moderate
63.84467126,95.52790706,06-08-2016,4.025425509,1.684204881,Good
43.18678793,-105.7200772,15-07-2023,4.780401461,4.405993446,Good
70.56158342,14.43222075,03-10-2014,0.445132487,1.023278624,Moderate
16.1655587,42.65993706,15-05-2021,8.654682786,0.422227482,Good
-0.486484377,18.06500227,02-03-2023,0.919015082,2.368461623,Poor
76.57642915,-4.977326464,18-05-2017,6.326002801,1.221423426,Good
62.10234758,52.63328632,20-01-2019,8.934769631,0.467248825,Good
-50.23344657,-85.00171322,09-03-2020,0.463062943,3.970547612,Good
-11.66865661,-48.78617347,27-08-2021,6.231656829,3.72988842,Moderate
15.29778117,-75.33799683,22-10-2015,3.758603386,2.930996673,Moderate
64.00506085,44.58554044,07-02-2016,9.000339711,2.983719297,Poor
82.7339527,-166.9822878,23-02-2014,9.541859902,3.024254097,Poor
-4.260381334,-111.7368111,31-12-2017,3.023153206,2.230994299,Moderate
16.08949882,82.29273033,08-08-2018,1.284969325,4.687726033,Moderate
75.86310833,146.244862,16-09-2021,1.054766997,3.944232408,Good
-85.39714429,-14.39279292,22-02-2021,7.782831584,2.855941294,Good
61.14883039,-52.00677911,15-03-2023,3.009218337,4.35572805,Moderate
6.443481067,53.54228733,23-07-2018,6.89687834,3.624138237,Moderate
-71.6889293,-61.74786021,02-02-2020,2.270835264,2.955618838,Moderate
-22.95879902,-126.0091014,08-04-2023,8.873824409,2.687393608,Poor
-4.873433391,-153.6654149,28-09-2020,1.222512907,0.622005069,Moderate
12.34559193,-122.0058532,07-12-2021,4.345264283,4.630737782,Good
41.68059595,178.0026813,27-03-2014,9.665135294,1.974280419,Good
-24.16883388,-96.0311041,12-11-2019,2.930778446,1.969616994,Good
-15.47155308,-97.36081119,20-01-2017,5.561824564,0.096896253,Good
-26.52304792,-10.71083197,13-02-2014,8.185671467,1.540998034,Moderate
27.23104515,71.49867172,21-12-2017,7.204562178,4.24789896,Moderate
16.41263989,-68.83575329,13-03-2022,0.081624935,1.083369028,Good
52.43573102,-131.5798012,26-12-2017,7.493167014,0.234484714,Good
-3.794610916,23.40582777,16-08-2017,1.688260024,1.757410355,Moderate
15.69292828,-49.20390733,10-03-2016,8.171038523,2.104493364,Good
-7.91696719,-123.001036,20-05-2023,0.199063885,4.247786821,Good
3.046935603,114.4718546,31-10-2017,4.696432397,3.865683399,Good
-34.82534271,146.4526175,25-03-2020,2.6672316,0.221718644,Good
12.70712249,-131.7815825,01-10-2018,7.16796154,1.487834378,Good
-68.46288835,-13.39822397,12-12-2019,1.402639654,3.39677196,Poor
84.99370062,-66.26821206,27-06-2020,0.880644336,0.24651597,Moderate
-70.51111679,-59.19943396,20-11-2014,5.682512508,0.791170606,Good
55.7183252,-105.3732498,18-08-2017,6.343365242,0.365691773,Moderate
-52.19972745,-150.5626349,21-09-2021,2.553274385,1.095075388,Good
57.48988115,-110.0666476,21-04-2016,1.735420083,2.087943996,Moderate
32.27526888,70.33215127,06-09-2020,8.677984793,1.565073794,Good
-9.979106564,145.4209883,17-08-2017,6.548589812,3.649182354,Poor
58.25150343,-91.27800011,05-01-2018,7.170122022,3.000527228,Moderate
49.08643838,-10.5715929,31-12-2023,0.207282506,2.464046018,Poor
85.99526884,-154.50236,19-01-2018,1.08823653,1.972408362,Good
20.026351,148.2568206,12-04-2022,5.236078772,2.051805409,Poor
55.8092995,52.32984216,25-03-2018,5.813447697,3.538431624,Good
76.61894791,56.32125255,19-05-2017,4.611676853,3.662995866,Good
-67.89648129,-126.4087422,02-12-2016,4.232908182,4.152804585,Moderate
48.18837601,-163.2669901,14-12-2021,4.553731382,3.384787707,Good
15.56204062,-37.9243403,02-03-2014,0.942895828,2.252086323,Moderate
1.843686317,-31.47572131,16-06-2019,1.597924386,2.038472761,Good
72.92259489,-46.18719238,04-06-2018,6.523764933,1.73095027,Moderate
-23.91625047,-117.9940627,24-08-2022,6.1154154,1.309222953,Poor
23.89458672,81.79491005,14-12-2014,8.413309184,1.433526369,Good
39.73053899,-46.17169517,13-07-2023,4.017861126,0.005575054,Good
37.18724402,70.61064506,31-10-2023,2.35787942,3.138628779,Poor
73.34652738,82.42589053,09-10-2023,9.847228494,2.543768084,Moderate
-6.317282803,-30.81512919,09-04-2020,2.453596488,0.592765412,Poor
-32.47500684,-128.5284277,22-02-2022,8.68223486,1.225797821,Moderate
-73.43364515,-90.91015585,31-08-2016,7.455643515,1.014273131,Good
11.82246745,174.6289133,18-04-2014,3.090497475,1.271200386,Moderate
-0.566267395,66.24637706,21-11-2021,6.799030032,0.913707367,Moderate
-38.80040482,98.76103178,07-12-2014,5.976356057,0.320527078,Good
21.82417137,-29.89996215,02-12-2023,4.327126234,2.388460476,Good
68.31156226,77.41485325,19-12-2016,0.308303594,3.357073762,Good
66.17119904,-136.6511358,25-11-2019,3.949908074,1.609579016,Moderate
46.81335898,174.6447941,24-07-2015,4.833227834,4.071767388,Good
49.31828481,-72.37582113,13-05-2017,1.502006922,1.912474407,Good
-2.682015757,120.7930669,19-04-2016,9.762388032,2.309896887,Poor
-12.2022996,-178.2870204,23-04-2016,7.907187581,1.565636034,Good
-89.68101433,-33.1118578,01-10-2018,4.697596327,1.448034177,Poor
-45.89445051,-161.7448516,12-07-2016,5.840591768,4.163745644,Moderate
61.31921145,-77.11532065,12-02-2019,2.474475625,1.775188018,Poor
44.33769533,-78.78059115,23-04-2017,5.413971382,4.633855277,Moderate
27.11917411,144.4473994,06-06-2018,3.239450195,0.743194532,Poor
-57.74139945,-24.12014793,15-02-2014,0.962110719,0.447356167,Moderate
-34.6935627,103.0786539,18-12-2023,9.442149821,2.50974231,Moderate
-2.599476159,126.6064064,31-01-2020,7.960746927,4.002494714,Good
64.98582125,-50.95446316,25-12-2019,3.857100169,0.60569976,Moderate
0.252351401,49.36651537,19-03-2014,2.246528754,2.409943095,Good
35.78054846,97.58827726,11-10-2014,4.254821785,2.606945262,Moderate
39.78750181,116.5860415,25-11-2019,9.7243492,0.66285249,Poor
-63.64905865,-167.9822603,24-03-2017,6.299365493,3.14644508,Moderate
82.60582278,139.4432749,30-12-2017,9.155635654,2.995960888,Good
-62.17321562,-68.30108882,21-08-2023,0.199912064,3.626294815,Moderate
-76.92880113,165.41726,08-07-2015,2.45746256,3.323474307,Poor
36.67846074,-10.04789287,23-08-2019,8.982337381,1.814132221,Good
-24.29761795,-164.4105292,23-01-2017,4.790319978,1.927493936,Good
